NAME,IMO#,TYPE,GT,BUILT,FLAG,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL 
Samudrika 16,8413813,Anchor Handling Tug/Supply,954.0,1985.0,India ,Oil and Natural Gas Corporation Limited,India,Oil and Natural Gas Corporation Limited,Oil and Natural Gas Corporation Limited,India,Mumbai,India,2015-05-31
Samudrika 4,8311728,Anchor Handling Tug/Supply,951.0,1986.0,India,Oil and Natural Gas Corporation Limited (ONGC) ,India,Oil and Natural Gas Corporation Limited (ONGC) ,Oil and Natural Gas Corporation Limited (ONGC) ,India,Alang,India,2015-12-09
Creach,6801212,General Cargo,1948.0,1966.0,Cambodia ,Oldington Invest Corporation ,Seychelles,Oldington Invest Corporation ,Oldington Invest Corporation ,Seychelles,Aliaga,Turkey,2015-11-26
Wind Forrader,8223452,Reefer,4128.0,1983.0,St. Kitts-Nevis,Open Joint Stock Company Atlantrybflot Scientific & Industrial Association ,Russia,Open Joint Stock Company Atlantrybflot Scientific & Industrial Association ,Ginsor Limited ,Belize,Alang,India,2015-11-13
Asean Wisdom,8307583,Bulk carrier,24643.0,1985.0,Panama,Opes Maritime Limited S.A. ,Singapore,Opes Maritime Limited S.A. ,Opes Maritime Limited S.A. ,Singapore,Alang,India,2015-02-17
Eastern,7038147,General Cargo,1203.0,1970.0,Cambodia ,Ostshipping Company Limited,Russia,Ostshipping Company Limited,Head Shipping Company Limited,Saint Vincent and the Grenadines,Zhangjiagang,China,2015-03-06
Baltic Stream,7726718,Reefer,11243.0,1980.0,St. Vincent & Grenadines ,Ost-West-Handel und Schiffahrt GmbH  ,Germany,Ost-West-Handel und Schiffahrt GmbH  ,Rhodes Group Corporation,Panama,Chittagong,Bangladesh,2015-07-22
Baltic Sky,7632278,Reefer,11222.0,1978.0,St. Vincent & Grenadines ,Ost-West-Handel und Schiffahrt GmbH  ,Germany,Ost-West-Handel und Schiffahrt GmbH  ,Winter Star Marine S.A.  ,Panama,Chittagong,Bangladesh,2015-07-30
Multi-Delta,8517073,Combined Chemical And Oil Tanker,11003.0,1989.0,Indonesia,P.T. Multiline Shipping Company ,Indonesia,P.T. Multiline Shipping Company ,P.T. Multiline Shipping Company ,Indonesia,Chittagong,Bangladesh,2015-11-11
Era,8128963,Liquid Petroleum Gas Carrier,15397.0,1983.0,St. Kitts-Nevis ,P.T. Newship Nusa Bersama,Indonesia,P.T. Newship Nusa Bersama,P.T. Newship Nusa Bersama,Indonesia,Alang,India,2015-09-12
Isa River,8123042,General Cargo,5683.0,1982.0,Indonesia ,P.T. Pelayaran Isa Line  ,Indonesia,P.T. Pelayaran Isa Line  ,P.T. Pelayaran Isa Line  ,Indonesia,Jakarta,Indonesia,2014-05-31
Lucky Dolphin,8711045,Wood-Chip Carrier,34133.0,1988.0,Indonesia ,P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines (SPIL),Indonesia,P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines (SPIL),P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines (SPIL),Indonesia,Alang,India,2015-07-03
Jupiter Baru,7417733,Fully Cellular Containership,2151.0,1975.0,Indonesia ,P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines (SPIL),Indonesia,P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines (SPIL),P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines (SPIL),Indonesia,Unknown,Indonesia,2013-12-31
Setya Pratama,7117254,General Cargo,3228.0,1976.0,Indonesia ,P.T. Pelayaran Setya Graha Sarana Maritim ,Indonesia,P.T. Pelayaran Setya Graha Sarana Maritim ,P.T. Pelayaran Setya Graha Sarana Maritim ,Indonesia,Surabaya,Indonesia,2014-02-12
Baruna Perkasa,7639678,General Cargo,2041.0,1977.0,Indonesia ,P.T. Sultra Lestari Lines ,Indonesia,P.T. Sultra Lestari Lines ,P.T. Sultra Lestari Lines ,Indonesia,Unknown,Indonesia,2015-12-31
Karunia,8129943,General Cargo With Container Capacity,10359.0,1983.0,Tuvalu ,P.T. Tanto Intim Line,Indonesia,P.T. Tanto Intim Line,P.T. Tanto Intim Line,Indonesia,Chittagong,Bangladesh,2015-01-08
Tanto Fajar II,8901004,General Cargo With Container Capacity,3972.0,1992.0,Indonesia,P.T. Tanto Intim Line ,Indonesia,P.T. Tanto Intim Line ,P.T. Tanto Intim Line ,Indonesia,Chittagong,Bangladesh,2015-11-16
Satria,8104498,Fully Cellular Containership,5974.0,1983.0,Kiribati,P.T. Tanto Intim Line ,Indonesia,P.T. Tanto Intim Line ,P.T. Tanto Intim Line ,Indonesia,Alang,India,2015-10-22
Tanto Mitra,7509225,General Cargo With Container Capacity,3058.0,1975.0,Indonesia ,P.T. Tanto Intim Line  ,Indonesia,P.T. Tanto Intim Line  ,P.T. Tanto Intim Line  ,Indonesia,Unknown,Indonesia,2011-12-31
Delfi,8309335,Bulk Carrier,23536.0,1984.0,St. Kitts-Nevis ,P.T. Waruna Nusa Sentana  ,Indonesia,P.T. Waruna Nusa Sentana  ,P.T. Waruna Nusa Sentana  ,Indonesia,Chittagong,Bangladesh,2015-01-20
Kota Berlian,8918083,General Cargo With Container Capacity,13274.0,1992.0,Singapore ,Pacific International Lines (Private) Limited (PIL),Singapore,Pacific International Lines (Private) Limited (PIL),Pacific International Lines (Private) Limited (PIL),Singapore,Chittagong,Bangladesh,2015-04-21
Thea K.,8309438,Bulk Carrier,13021.0,1984.0,Panama ,Palstek Shipping Incorporated  ,Panama,Palstek Shipping Incorporated  ,Palstek Shipping Incorporated  ,Panama,Aliaga,Turkey,2015-02-21
Bulk Discovery,8806187,Bulk Carrier,36986.0,1989.0,Panama ,Pangaea Logistics Solutions,United States of America,Phoenix Bulk Carriers US LLC  ,Bulk Discovery (Bermuda) Limited,Bermuda,Chittagong,Bangladesh,2015-08-20
Tradewind,8504636,Tanker,7171.0,1987.0,Panama,Pendulum Shipmanagement Incorporated ,Greece,Pendulum Shipmanagement Incorporated ,Chemical Venture Incorporated ,Panama,Alang,India,2015-03-26
IOS Victory,8202795,Tug/Supply,1658.0,1983.0,Bangladesh ,Perdana Marine Offshore Private Limited,Singapore,Perdana Marine Offshore Private Limited,Petra Offshore Limited  ,Malaysia,Chittagong,Bangladesh,2015-01-27
Nio,5330412,Floating Storage tanker,49001.0,1961.0,France,Perenco S.A. ,Bahamas,Perenco S.A. ,Perenco S.A. ,Bahamas,Alang,India,2015-02-26
Sulawesi II,7381740,Dredger,3934.0,1974.0,Indonesia ,Perum Pengerukan,Indonesia,Perum Pengerukan,Perum Pengerukan,Indonesia,Mumbai,India,2015-04-18
Lucija,9114141,Bulk Carrier,25503.0,1995.0,Marshall Islands,Peter Doehle Schiffahrts-KG ,Germany,Splosna Plovba d.o.o. ,Lucija Shipping Company Limited ,Slovenia,Alang,India,2015-12-15
Lage,8301802,Product Tanker,19290.0,1991.0,Tanzania ,Petroleo Brasileiro S.A. - PETROBRAS & Departamento de Transporte - DETRAN,Brazil,Petrobras Transporte S.A. (TRANSPETRO),Petrobras Transporte S.A. (TRANSPETRO),Brazil,Gadani,Pakistan,2015-07-14
Pique,8617067,Tanker,39716.0,1989.0,St. Kitts-Nevis,Petroleo Brasileiro S.A. - PETROBRAS & Departamento de Transporte - DETRAN ,Brazil,Petrobras Transporte S.A. (TRANSPETRO) ,Petrobras Transporte S.A. (TRANSPETRO) ,Brazil,Gadani,Pakistan,2015-01-30
Polar Sea,9042283,General Cargo With Container Capacity,2881.0,1993.0,Bahamas ,Petroleum Geo-Services ASA  ,Norway,Petroleum Geo-Services ASA  ,Arrow Seismic Investment IV Limited  ,United Kingdom,Esbjerg,Denmark,2015-02-01
Ocean Explorer,7805239,Seismographic Research,4458.0,1979.0,Bahamas ,Petroleum Geo-Services ASA  ,Norway,PGS Geophysical AS,PGS Falcon AS  ,Norway,Esbjerg,Denmark,2015-08-22
Falcon Explorer,8404551,Seismographic Research,3649.0,1985.0,Panama ,Petroleum Geo-Services ASA  ,Norway,PGS Geophysical AS,PGS Falcon AS  ,Norway,Esbjerg,Denmark,2015-10-29
Span Asia 15,8817265,Roll on Roll Off,4509.0,1988.0,Philippines ,Philippine Span Asia Carrier Corporation ,Philippines,Philippine Span Asia Carrier Corporation ,Philippine Span Asia Carrier Corporation ,Philippines,Chittagong,Bangladesh,2015-11-20
Margo,8126367,Bulk Carrier,15977.0,1984.0,Barbados ,Phocean Ship Agency Limited,United Kingdom,Phocean Ship Agency Limited,Mikado Corporation,Liberia,Gadani,Pakistan,2015-05-02
P Ocean,7106281,Product Tanker,1203.0,1971.0,Thailand ,Pink Transport & Trading Company Limited,Thailand,Pink Transport & Trading Company Limited,P Ocean Shipping Company Limited  ,Thailand,Chittagong,Bangladesh,2015-03-07
Nats Emperor,7713125,Bulk Carrier,22540.0,1987.0,Cyprus ,Pitiousa Shipping S.A.,Greece,Pitiousa Shipping S.A.,Nats Emperor Shipping Limited  ,Cyprus,Chittagong,Bangladesh,2015-02-24
New Horizon,9000584,Bulk Carrier,82176.0,1992.0,South Korea ,Polaris Shipping Company Limited,South Korea,Hoan Shipping Company Limited,Hoan Shipping Company Limited,South Korea,Chittagong,Bangladesh,2015-06-10
Grand Horizon,9000596,Bulk carrier,82176.0,1992.0,South Korea,Polaris Shipping Company Limited ,South Korea,Hoan Shipping Company Limited ,Polar Energy & Marine Company Limited ,South Korea,Gadani,Pakistan,2015-03-26
Armia Ludowa,8502535,Bulk Carrier,21458.0,1987.0,Liberia ,Polska Zegluga Morska (POLSTEAM),Poland,Polska Zegluga Morska (POLSTEAM),Starlib Limited,Liberia,Chittagong,Bangladesh,2015-05-10
Solidarnosc,8813934,Bulk Carrier,41252.0,1991.0,Vanuatu ,Polska Zegluga Morska (POLSTEAM),Poland,Polska Zegluga Morska (POLSTEAM),Saturn One Shipping Limited  ,Bahamas,Gadani,Pakistan,2015-08-27
Polska Walczaca,9011923,Bulk Carrier,41220.0,1992.0,Vanuatu ,Polska Zegluga Morska (POLSTEAM)  ,Poland,Polska Zegluga Morska (POLSTEAM)  ,Saturn Six Shipping Limited,Bahamas,Chittagong,Bangladesh,2015-02-11
Ros,7833236,Fishing (General),737.0,1980.0,Russia ,Polyarny Bereg 1 Company Limited,Russia,Polyarny Bereg 1 Company Limited,Polyarny Bereg 1 Company Limited,Russia,Esbjerg,Denmark ,2015-05-14
Rimma,8874902,General Cargo,2457.0,1970.0,Cambodia ,Poseidon Limited,Ukraine,Poseidon Limited,Sellberg Management Incorporated,Ukraine,Aliaga,Turkey,2015-06-18
Leo I,8026218,Product Tanker,22127.0,1983.0,St. Kitts-Nevis ,Pratibha Shipping Company Limited,India,Pratibha Shipping Company Limited,Pratibha Shipping Company Limited,India,Chittagong,Bangladesh,2015-03-18
Sujitra Naree,9116307,Bulk Carrier,18302.0,1995.0,Thailand ,Precious Shipping Public Company Limited ,Thailand,Precious Shipping Public Company Limited ,Precious Minerals Limited ,Thailand,Chittagong,Bangladesh,2015-12-24
Boontrika Naree,8914738,Bulk Carrier,17066.0,1990.0,Thailand ,Precious Shipping Public Company Limited  ,Thailand,Precious Shipping Public Company Limited  ,Precious Oceans Limited  ,Thailand,Alang,India,2015-06-19
Yu Fu,8517035,Combined Chemical And Oil Tanker,10985.0,1988.0,Panama ,Prime Cosmos Limited,Hong Kong,Prime Cosmos Limited,Target Shipping Limited,Hong Kong,Chittagong,Bangladesh,2015-08-15
Forest Costa Rica,7524213,General Cargo,12750.0,1977.0,Malta,Prime Valley Maritime limited ,Marshall Islands,Prime Valley Maritime limited ,Prime Valley Maritime limited ,Marshall Islands,Mumbai,India,2015-02-22
Byar Ali,8327545,Product Tanker,1204.0,1981.0,St. Kitts-Nevis ,Prince Shipping Services Company FZE,United Arab Emirates,Prince Shipping Services Company FZE,Byar Ali Petroleum Trading Incorporated,United Arab Emirates,Gadani,Pakistan,2015-04-21
Zaizoom,7821491,Product Tanker,3082.0,1979.0,St. Kitts-Nevis ,Prince Shipping Services Company FZE  ,United Arab Emirates,Prince Shipping Services Company FZE  ,Byar Ali Petroleum Trading Incorporated  ,United Arab Emirates,Gadani,Pakistan,2015-04-21
Gas Coral,8608456,Liquid Petroleum Gas Carrier,7946.0,1990.0,Panama ,Proteas Marine - JLT,United Arab Emirates,Proteas Marine - JLT,Coral Merchant Shipping Incorporated,Panama,Alang,India,2015-03-25
Jasy,8303331,Fully Cellular Containership,6676.0,1983.0,Togo ,PT Container Maritime Activities,Indonesia,PT Container Maritime Activities,PT Container Maritime Activities,Indonesia,Aliaga,Turkey,2015-01-19
Ken,8124010,Tanker,53065.0,1985.0,St. Kitts-Nevis,PT Sabitha Triguna Mandiri ,Indonesia,PT Sabitha Triguna Mandiri ,PT Sabitha Triguna Mandiri ,Indonesia,Chittagong,Bangladesh,2014-12-03
Mahakam River,8131166,General Cargo,5014.0,1983.0,Indonesia,PT. Meratus Line ,Indonesia,PT. Meratus Line ,PT. Meratus Line ,Indonesia,Alang,India,2015-04-04
Hui Ping,9074107,Bulk Carrier,36546.0,1994.0,Panama ,Qingdao Huiquan Shipping Company,China,Qingdao Huiquan Shipping Company,Hui Hong Shipping Corporation  ,Hong Kong,Alang,India,2015-09-27
Cape Osprey,9077367,Bulk Carrier,81589.0,1995.0,Singapore ,Quantum Pacific Shipping Group,Monaco,Eastern Pacific Shipping Private Limited  ,Dirento Shipping Private Limited,Singapore,Chittagong,Bangladesh,2015-02-10
Cape Eagle,9035589,Bulk Carrier,81589.0,1993.0,Liberia ,Quantum Pacific Shipping Group,Monaco,Eastern Pacific Shipping Private Limited  ,Destarn Shipping Incorporated,Liberia,Gadani,Pakistan,2015-02-17
Heythrop,9113305,Bulk Carrier,85721.0,1996.0,Liberia ,Quantum Pacific Shipping Group  ,Monaco,Eastern Pacific Shipping Private Limited  ,Kofaz Shipping Incorporated,Liberia,Chittagong,Bangladesh,2015-02-08
Irfon,9113317,Bulk Carrier,85364.0,1996.0,Singapore ,Quantum Pacific Shipping Group  ,Monaco,Eastern Pacific Shipping Private Limited  ,Kimbate Shipping Private Limited,Singapore,Chittagong,Bangladesh,2015-02-09
Fernie,9105633,Bulk Carrier,63153.0,1996.0,Liberia ,Quantum Pacific Shipping Group  ,Monaco,Eastern Pacific Shipping Private Limited  ,Filren Shipping Incorporated,Liberia,Chittagong,Bangladesh,2015-03-03
Renjian Yi,9005259,Fully Cellular Containership,36627.0,1991.0,China ,Quanzhou An Sheng Shipping Company Limited ,China,Quanzhou An Sheng Shipping Company Limited ,Quanzhou An Sheng Shipping Company Limited ,China,Xinhui,China,2015-07-06
Theresa Pelintung,8618231,Chemical Tanker,18453.0,1989.0,Tuvalu ,Raffles Shipping Corporation Private Limited,Singapore,Raffles Shipmanagement Services Private Limited  ,Marianna Shipping Company Private Limited,Singapore,Alang,India,2015-05-22
Offshore Defender,7909188,Standby Safety Vessel,1143.0,1979.0,India,Raj Shipping Agencies Limited ,India,Raj Shipping Agencies Limited ,Raj Shipping Agencies Limited ,India,Mumbai,India,2015-03-05
Sunrise R.,7386946,General Cargo With Container Capacity,2767.0,1973.0,Sierra Leone ,Rezkozan Impex,Romania,Rezkozan Impex,Focus Marine Co  ,Marshall Islands,Aliaga,Turkey,2015-06-05
Helene Rickmers,9144158,Fully Cellular Containership,16801.0,1998.0,Marshall Islands,Rickmers Reederei GmbH & Cie KG ,Germany,Rickmers Reederei GmbH & Cie KG ,Helene Navigation Company Limited ,Marshall Islands,Alang,India,2015-03-28
Andi   ,9152789,Fully Cellular Containership,26131.0,1998.0,Comoros ,Rickmers Reederei GmbH & Cie KG ,Germany,Rickmers Reederei GmbH & Cie KG ,ms Andre Rickmers Schiffsbeteilgungs GmbH & CompanyKG,Germany,Alang,India,2015-12-25
Alice Rickmers,9152765,Fully Cellular Containership,26131.0,1998.0,Liberia,Rickmers Reederei GmbH & Cie KG ,Germany,Rickmers Reederei GmbH & Cie KG ,ms Alice Rickmers Schiffsbeteiligungs GmbH & CompanyKG,Germany,Alang,India,2015-12-30
Ricsky,8500496,Bulk Carrier,23826.0,1986.0,Panama,Rics Shipping Company Limited ,South Korea,KD Ocean Company Limited ,Ricsky Shipping S.A. ,South Korea,Chittagong,Bangladesh,2015-09-26
Bubuk,7359785,Liquid Natural Gas Carrier,52708.0,1975.0,Brunei ,Royal Dutch Shell plc,United Kingdom,Shell International Trading & Shipping Company Limited (STASCO)  ,Brunei Shell Tankers Sendirian Berhad,Brunei Darussalam,Jiangyin,China,2015-04-23
Bilis,7347732,Liquid Natural Gas Carrier,52708.0,1975.0,Brunei ,Royal Dutch Shell plc  ,United Kingdom,Shell International Trading & Shipping Company Limited (STASCO)  ,Brunei Shell Tankers Sendirian Berhad  ,Brunei,Zhoushan,China,2014-12-04
Rui Fu Star,8401341,Bulk Carrier,24395.0,1985.0,Panama,Rui Fu Star Shipping Company Limited ,Hong Kong,Rui Fu Star Shipping Company Limited ,Rui Fu Star Shipping Company Limited ,Hong Kong,Chittagong,Bangladesh,2015-11-29
Sam,8320183,Bulk carrier,25770.0,1986.0,Comoros ,Safiran Payam Darya (SAPID) Shipping Company ,Iran,Safiran Payam Darya (SAPID) Shipping Company ,Harvest Supreme Limited ,Hong Kong,Alang,Inda,2015-02-16
Winner ,8309696,Bulk Carrier,25768.0,1985.0,Comoros ,Safiran Payam Darya (SAPID) Shipping Company ,Iran,Safiran Payam Darya (SAPID) Shipping Company ,Key Charter Development Limited ,Hong Kong,Alang,India,2015-11-10
Asian,8609515,Tanker,26113.0,1988.0,Georgia,Sahara Mina LLC ,United Arab Emirates,Sahara Mina LLC ,Ginkgo Limited ,Liberia,Alang,India,2015-01-19
Scarabeo 4,8754968,Drill Platform,12686.0,1976.0,Madeira ,SAIPEM (Societa Azionaria Italiana Perforazioni e Montaggi) S.p.A.,Italy,SAIPEM (Societa Azionaria Italiana Perforazioni e Montaggi) S.p.A.,Saipem Misr For Petroleum Services S.A.E.,Egypt,Aliaga,Turkey,2015-07-20
S-355,8758483,Pipe Layer,7678.0,1978.0,Bahamas ,SAIPEM (Societa Azionaria Italiana Perforazioni e Montaggi) S.p.A. ,Italy,SAIPEM (Portugal) Comercio Maritimo Sociedade Unipessoal Limitada ,SAIPEM (Portugal) Comercio Maritimo Sociedade Unipessoal Limitada ,Madeira,Aliaga,Turkey,2015-11-18
Tobol,8603391,General Cargo,6395.0,1990.0,Russia,Sakhalin Shipping Joint Stock Company ,Russia,Sakhalin Shipping Joint Stock Company ,Sakhalin Shipping Joint Stock Company ,Russia,Alang,India,2015-03-02
India Coal Maru,9123350,Bulk carrier,55610.0,1995.0,Tuvalu,Salgaocar Mining Industries Private Limited ,India,Salgaocar Mining Industries Private Limited ,Salgaocar Asia Private Limited ,Tuvalu,Alang,India,2015-02-05
Golfo de Bengala,7422312,Anchor Handling / supply,1356.0,1976.0,Panama,SALS Shipping Private Limited ,India,SALS Shipping Private Limited ,Star Matrix Limited ,India,Mumbai,India,2015-03-02
Bonsu-Q,7726225,Product Tanker,8763.0,1983.0,Ghana,Saltpond Offshore Producing Company Limited ,Ghana,Saltpond Offshore Producing Company Limited ,Saltpond Offshore Producing Company Limited ,Ghana,Aliaga,Turkey,2015-10-16
Sea Czar,7011149,Bunkering Tanker,1452.0,1969.0,Palau,Sanjeeb & Marine Service LLC ,United Arab Emirates,Sanjeeb & Marine Service LLC ,Sanjeeb & Marine Service LLC ,United Arab Emirates,Gadani,Pakistan,2015-10-12
Mac,9129809,Fully Cellular Containership,15929.0,1996.0,Palau,Schiffahrtskontor Tom Worden GmbH & Company KG ,Germany,Navalis Shipping GmbH & Company KG ,ms Macaro Tom Worden GmbH & Company KG ,Germany,Alang,India,2015-03-25
Prelude,8309141,Bulk Carrier,14147.0,1984.0,Liberia ,Sea Hawk Maritime S.A.,Greece,Sea Hawk Maritime S.A.,Prelude Shipping S.A.,Liberia,Alang,India,2015-07-18
Pioneer,9044322,Bulk Carrier,77132.0,1994.0,St. Kitts-Nevis ,Sea Pioneer Marine Corporation,Panama,Sea Pioneer Marine Corporation,Sea Pioneer Marine Corporation,Panama,Chittagong,Bangladesh,2015-07-29
Glory Apollo,9072044,Bulk Carrier,77372.0,1994.0,Panama ,Sea Star Ships Management Company Limited  ,China,Sea Star Ships Management Company Limited  ,Glory Apollo Limited  ,Marshall Islands,Chittagong,Bangladesh,2015-01-08
Santa Rosa,9006514,Fully Cellular Containership,21053.0,1992.0,Singapore,SeaChange Maritime LLC ,United States of America,Seachange Maritime (Singapore) Private Limited ,Virginia Key Private Limited ,Singapore,Alang,India,2015-02-22
Seagull D.,8014382,Bulk carrier,11412.0,1981.0,Panama,Seagull Shipping ,Marshall Islands,Seagull Shipping ,Seagull Shipping ,Marshall Islands,Alang,India,2015-03-13
Aqua Star,9000704,Fully Cellular Containership,8939.0,1992.0,Liberia,SeaHorse Denizcilik ve Muhendislik Ticaret Limited Sirketi ,Turkey,SeaHorse Denizcilik ve Muhendislik Ticaret Limited Sirketi ,Nesco Maritime Corporation ,Liberia,Alang,India,2015-02-05
Advantage,7515339,General Cargo With Container Capacity,18296.0,1977.0,United States of America,Sealift Incorporated,United States of America,Sealift Incorporated  ,Fortune Maritime LLC.  ,United States of America,Alang,India,2015-06-19
Perun,7721392,Roll On Roll Off With Container Capacity,9330.0,1983.0,Cook Islands ,Seaservice Shipping Company Limited (Morskoy Servis),Russia,Seaservice Shipping Company Limited (Morskoy Servis),Nerei Shipping Limited,Tuvalu,Chittagong,Bangladesh,2015-01-24
Peregrino,8304218,Trawler (All Types),825.0,1983.0,Cambodia,Seefelder Company Limited,Belize,Seefelder Company Limited,Seefelder Company Limited,Belize,Busan,South Korea ,2015-06-08
Genmar,8309153,Bulk carrier,14147.0,1984.0,Panama,Segmar Limited ,Argentina,Segmar Limited ,Argenmar S.A. ,Argentina,Alang,India,2015-02-20
Riya,5267380,Bulk Ore Carrier,12210.0,1959.0,India,Sesa Resources Limited ,India,Sesa Resources Limited ,Sesa Resources Limited ,India,Alang,India,2015-11-27
LR Lily,8701521,Bulk carrier,17895.0,1991.0,Hong Kong,Shanghai CP International Ship Management & Broker Company Limited ,China,Shanghai CP International Ship Management & Broker Company Limited ,Long Rich HK Shipping Company Limited ,Hong Kong,Alang,India,2015-03-04
Bei Hai,9057006,Product Tanker,42263.0,1993.0,St. Kitts-Nevis ,Shanghai North Sea Shipping Company Limited,China,Shanghai North Sea Shipping Company Limited,Shanghai North Sea Shipping Company Limited,China,Chittagong,Bangladesh,2015-02-10
Guo Dian 1,8207800,Bulk Carrier,35783.0,1986.0,China ,Shanghai Ocean State Power Company,China,Shanghai Ocean State Power Company,Shanghai Ocean State Power Company,China,Zhoushan,China,2014-11-20
Xiang Wang,9106352,Fully Cellular Containership,4960.0,1995.0,China ,Shanghai Puhai Shipping Company Limited ,China,Shanghai Puhai Shipping Company Limited ,Shanghai Puhai Shipping Company Limited ,China,Zhangjiagang,China,2015-11-18
Xiang Zhu,9114804,General Cargo With Container Capacity,7864.0,1998.0,China ,Shanghai Puhai Shipping Company Limited ,China,Shanghai Puhai Shipping Company Limited ,Shanghai Puhai Shipping Company Limited ,China,Jiangyin,China,2015-11-04
Pu Hai Xiang Da,9079834,Fully Cellular Containership,4018.0,1994.0,China ,Shanghai Puhai Shipping Company Limited ,China,Shanghai Puhai Shipping Company Limited ,Shanghai Puhai Shipping Company Limited ,China,Zhangjiagang,China,2015-08-05
Xiang Xiu,9079822,Fully Cellular Containership,4018.0,1994.0,Panama ,Shanghai Puhai Shipping Company Limited  ,China,Shanghai Puhai Shipping Company Limited  ,Shanghai Puhai Shipping Company Limited  ,China,Jingjiang,China,2015-06-12
Bao Long,8307909,Bulk Carrier,22009.0,1984.0,Panama ,Shanghai Yang Pu Zhe Hai Shipping Company Limited,China,Shanghai Yang Pu Zhe Hai Shipping Company Limited,Rich-Forever Shipping Incorporated,Panama,Chittagong,Bangladesh,2015-07-11
Peace Ocean,8608767,General Cargo,4785.0,1986.0,Panama ,Shenghao Marine Hong Kong Limited  ,Hong Kong,Shenghao Marine Hong Kong Limited  ,Step Shipping Limited,Hong Kong,Unknown,China,2014-12-31
Danum 152,7716282,Fully Cellular Containership,5452.0,1977.0,Malaysia,Shin Yang Group of Companies ,Malaysia,Shin Yang Shipping Sendirian Berhad ,Shin Yang Shipping Sendirian Berhad ,Malaysia,Alang,India,2015-03-02
Dan,7519969,Fully Cellular Containership,4761.0,1976.0,Malaysia,Shin Yang Group of Companies ,Malaysia,Shin Yang Shipping Sendirian Berhad ,Shin Yang Shipping Sendirian Berhad ,Malaysia,Alang,India,2015-03-16
C.Royal,9108635,Bulk Carrier,77321.0,1996.0,South Korea ,Shinhan Capital Company Limited,South Korea,Shinhan Capital Company Limited,Shinhan Capital Company Limited,South Korea,Alang,India,2015-09-05
Solar Orion,8911499,Bulk Carrier,77273.0,1991.0,South Korea ,Shinhan Capital Company Limited  ,South Korea,Shinhan Capital Company Limited  ,Shinhan Capital Company Limited  ,South Korea,Chittagong,Bangladesh,2015-05-30
An Kwang,8510623,General Cargo With Container Capacity,4797.0,1986.0,South Korea,Shinsung Shipping Company Limited ,South Korea,Shinsung Shipping Company Limited ,Shinsung Shipping Company Limited ,South Korea,Chittagong,Bangladesh,2015-12-28
Fiona,7925065,Tanker (Unspecified),18505.0,1981.0,St. Kitts-Nevis,Shipmate Private Limited ,Singapore,Ship Management & Logistics Limited ,S.M. Carriers S.A. ,Panama,Chittagong,Bangladesh,2015-08-28
Seal,9003093,Bulk Carrier,35890.0,1990.0,Comoros ,Shipping Allied Corporation ,South Korea,Shipping Allied Corporation ,Shipping Allied Corporation ,South Korea,Chittagong,Bangladesh,2015-10-16
Venus,8916152,Bulk Carrier,36741.0,1990.0,Comoros ,Shipping Allied Corporation ,South Korea,Shipping Allied Corporation ,Shipping Allied Corporation ,South Korea,Chittagong,Bangladesh,2015-12-15
K. Pride,9035802,Bulk Carrier,77090.0,1993.0,Panama,Shunzan Kaiun Company Limited ,Japan,Shunzan Kaiun Company Limited ,Komipoa Shipholding S.A. ,Panama,Chittagong,Bangladesh,2015-10-14
Charles Martin,8005006,Bulk Carrier,24576.0,1983.0,Marshall Islands ,Sicuro S.A.,Greece,Sicuro S.A.,CMA Shipping Company Limited  ,Cayman Islands,Alang,India,2015-07-03
Hera,8307480,Bulk Carrier,19340.0,1984.0,Marshall Islands ,Sicuro S.A.,Greece,Sicuro S.A.,Grazioso Marine LLC,Marshall Islands,Aliaga,Turkey,2015-02-02
AT 14,9002403,Fully Cellular Containership,9151.0,1992.0,Togo ,Sigma Grains Limited,Cyprus,Sigma Grains Limited,AT Sons Shipping Limited,Togo,Alang,India,2015-06-17
AT 30,8307650,Bulk Carrier,17879.0,1984.0,Togo ,Sigma Grains Limited ,Cyprus,Sigma Grains Limited ,Sung Navigation Company Limited ,St. Kitts-Nevis,Gadani,Pakistan,2015-10-22
Sea Effort,7425601,General Cargo,1548.0,1975.0,Cambodia ,Silver Star Limited,Russia,Silver Star Limited,Garten Holding Incorporated  ,British Virgin Islands,Chittagong,Bangladesh,2015-07-11
Jibreel Ameen,8322519,General Cargo With Container Capacity,29275.0,1986.0,Bangladesh ,Silvia Shipmanagement Limited,Bangladesh,Silvia Shipmanagement Limited,S. Shipping Line  ,Bangladesh,Chittagong,Bangladesh,2015-04-08
Pathfinder,8718720,Liquid Petroleum Gas Carrier,3929.0,1988.0,South Korea ,Sinam Shipping Company Limited ,South Korea,Sinam Shipping Company Limited ,Sinam Shipping Company Limited ,South Korea,Alang,India,2015-11-12
