Country of the beneficial owner,Beneficial owner of the ship,Name of ship,IMO number,Last flag,Flag changed for breaking,Date of change,Commercial Operator of the ship,Registered owner of the ship,Destination city,Destination country,Beaching date,Type of ship,Built in (y),Gross tonnage (GT)
Norway,Wani Shipping A/S,Altarek IV,7708405,Moldova ,Barbados,2012-12-04 00:00:00,Wani Norse Management A/S ,Unknown Owners/Continental Ship Partner A.S. ,Aliaga,Turkey,2014-01-10 00:00:00,General Cargo With Container Capacity ,1979,2062
Norway,Wilson ASA,Wilson Split,7411375,Barbados ,,,Green Chartering AS ,Wilson Split AS,Aliaga,Turkey,2014-08-24 00:00:00,Bulk Carrier ,1977,3885
Norway,Wilson ASA,Salmo,7616858,Barbados ,Bahamas,2013-08-11 00:00:00,Wilson EuroCarriers AS ,Wilson Shipowning AS ,Aliaga,Turkey,2014-04-30 00:00:00,General Cargo ,1979,2171
Norway,Det Stavangerske Dampskibsselskab ,Bomlo,7228194,Norway,,,Norled AS ,Norled AS ,Esbjerg,Denmark,2014-10-13 00:00:00,RoRo,1972,1206
Norway,Polynya Maritime AS ,Polynya Viking,7514294,Norway,,,Polynya Maritime AS ,Polynya Viking AS ,Esbjerg,Denmark,2014-05-28 00:00:00,Fishing vessel,1978,875
Norway,Wani Shipping A/S ,Wani Will,7638521,Barbados,,,Wani Norse Management A/S ,Continental Ship Partner A.S. ,Fredrikshavn,Denmark,2014-03-02 00:00:00,General Cargo,1978,2020
Norway,Aasen Shipping AS ,Bio Sun,8003876,St. Kitts-Nevis,,,Aasen Chartering AS ,West-Trans Bulk AS ,Grenaa,Denmark,2014-01-05 00:00:00,General Cargo,1980,1513
Norway,Leik AS ,Leik,7816915,Norway,,,Leik AS ,Leik AS ,Grenaa,Denmark,2014-10-08 00:00:00,Fishing vessel,1978,634
Norway,Odd Wagle ,Linda,7210874,Norway,,,Odd Wagle ,Wagle Holding AS,Grenaa,Denmark,2014-07-25 00:00:00,General Cargo,1972,2586
Norway,Per Storesletten Rederi AS ,Helene,8007183,Faroe Islands,,,Per Storesletten Rederi AS ,Timber Line II AS ,Grenaa,Denmark,2014-12-08 00:00:00,General Cargo,1980,5938
Norway,Wilh. Wilhelmsen ASA,Taiko,8204975,Norway (Int. Register) ,,,Wilh. Wilhelmsen ASA,Wilhelmsen Lines Shipowning AS ,Jiangyin,China,2014-08-21 00:00:00,Vehicle Carrier,1984,66635
Norway,Per Storesletten Rederi AS ,Tone,7824601,St. Kitts-Nevis,,,Per Storesletten Rederi AS ,Timber Line II AS ,Klaipeda,Lithuania,2014-05-20 00:00:00,Fully Cellular Containership,1979,5378
Norway,Geir Hokland AS ,Artictrans,7612228,Norway,,,Geir Hokland AS ,Arctic Shipping AS ,Unknown,Norway,2014-03-30 00:00:00,General Cargo,1977,1242
Norway,Vega Seafoods AS (Konkurs) ,Breki,7423055,Russia,,,Vega Seafoods AS (Konkurs) ,Breki Limited ,Unknown,Norway,2014-04-22 00:00:00,Fishing vessel,1976,924
Norway,Wilh. Wilhelmsen ASA,Texas,8204963,Norway (Int. Register) ,,,Wilh. Wilhelmsen ASA,Wilhelmsen Lines Shipowning AS ,Unknown,China,2014-05-31 00:00:00,Vehicle Carrier ,1984,66635
Norway,Torvald Klaveness Group,Baru,8413851,Marshall Islands ,,,Torvald Klaveness Group,Grieg Green AS,Zhangjiagang,China,2014-03-18 00:00:00,Chemical Tanker ,1986,43733
Pakistan,Government of Pakistan ,Kaghan,8513015,Pakistan,,,Pakistan National Shipping Corporation (PNSC) ,Kaghan Shipping (Private) Limited ,Gadani,Pakistan,2014-08-26 00:00:00,Bulk carrier,1986,36098
Panama,Bullock Offshore Incorporated,Perseus K.,7436636,Panama ,,,Bullock Offshore Incorporated,Bullock Offshore Incorporated,Aliaga,Turkey,2014-01-21 00:00:00,General Cargo With Container Capacity ,1974,5981
Panama,Green Ocean Management,Maria I,7926370,Sao Tome & Principe ,Panama,2014-04-02 00:00:00,Green Ocean Management,Phoenician Shipping S.A. ,Aliaga,Turkey,2014-06-30 00:00:00,Cargo/Training ,1981,10908
Panama,Hispacem S.A.,Atlas Enterprise,8127684,Liberia ,,,Hispacem S.A.,Hispacem S.A.,Aliaga,Turkey,2014-04-22 00:00:00,Storage Barge ,1968,12941
Papua New Guinea,Consort Express Lines Proprietary Limited,Gazelle Coast,8314548,Papua New Guinea ,,,Consort Express Lines Proprietary Limited,Consort Express Lines Proprietary Limited,Jiangyin,China,2014-03-21 00:00:00,General Cargo With Container Capacity ,1984,4292
Papua New Guinea,Anton Lee Transport Proprietary Limited ,Sepik Coast,8518091,Papua New Guinea,,,Anton Lee Transport Proprietary Limited ,Anton Lee Transport Proprietary Limited ,Kolkata,India,2014-11-16 00:00:00,General Cargo,1986,1951
Peru,Transgas Shipping Lines SAC ,Virgen Maria B.,8903208,Panama,,,Transgas Shipping Lines SAC ,Water Edge Investment Corporation ,Alang,India,2014-10-27 00:00:00,Gas Carrier,1991,7297
Philippines,Fastcraft Marine Limited ,Iron Butterfly,8215716,Sierra Leone,,,Fastcraft Marine Limited ,Crown Diamond Holdings Limited ,Alang,India,2014-02-27 00:00:00,RoRo,1983,4284
Philippines,Seafarers Shipping Incorporated ,Sun,9002714,Philippines,,,Seafarers Shipping Incorporated ,Sinbanali Shipping Incorporated ,Alang,India,2014-04-11 00:00:00,Fully Cellular Containership,1993,53359
Philippines,Seafarers Shipping Incorporated ,Round,9002726,Philippines,,,Seafarers Shipping Incorporated ,Taurus Carrier Corporation S.A. ,Alang,India,2014-07-06 00:00:00,Fully Cellular Containership,1993,53359
Philippines,Seafarers Shipping Incorporated ,Road,9001332,Philippines,,,Seafarers Shipping Incorporated ,Sinbanali Shipping Incorporated ,Alang,India,2014-06-08 00:00:00,Fully Cellular Containership,1993,53359
Philippines,Lorenzo Shipping Corporation ,Lorcon,8400488,Tuvalu,Philippines,2014-04-01 00:00:00,Lorenzo Shipping Corporation ,Lorenzo Shipping Corporation ,Chittagong,Bangladesh,2014-05-23 00:00:00,General Cargo,1984,5589
Philippines,Negros Navigation Company Incorporated ,Joseph,7518393,Philippines,,,Negros Navigation Company Incorporated ,Negros Navigation Company Incorporated ,Chittagong,Bangladesh,2014-03-09 00:00:00,Passenger,1976,6090
Philippines,Negros Navigation Company Incorporated ,Peter,7518408,Philippines,,,Negros Navigation Company Incorporated ,Negros Navigation Company Incorporated ,Chittagong,Bangladesh,2014-05-14 00:00:00,RoRo,1976,6090
Philippines,Philippine Span Asia Carrier Corporation ,Princess ,8017865,Comoros,Philippines,2014-10-30 00:00:00,Philippine Span Asia Carrier Corporation ,Philippine Span Asia Carrier Corporation ,Chittagong,Bangladesh,2014-10-30 00:00:00,Passenger RoRo,1981,6851
Philippines,Solid Shipping Lines Corporation ,Solid Bay,7703508,Philippines,,,Solid Shipping Lines Corporation ,Solid Shipping Lines Corporation ,Chittagong,Bangladesh,2014-03-05 00:00:00,General Cargo,1980,3303
Philippines,Solid Shipping Lines Corporation ,Pearl,8406030,Tuvalu,Philippines,2014-04-01 00:00:00,Solid Shipping Lines Corporation ,Solid Shipping Lines Corporation ,Chittagong,Bangladesh,2014-05-07 00:00:00,General Cargo,1984,4618
Philippines,Access Group S.A. ,Andola,8617017,Panama,,,Access Group S.A. ,Access Group S.A. ,Gadani,Pakistan,2014-04-30 00:00:00,Tanker,1988,22626
Philippines,Philippine Span Asia Carrier Corporation ,Span Asia 14,7377921,Philippines,,,Philippine Span Asia Carrier Corporation ,Philippine Span Asia Carrier Corporation ,Unknown,Unknown,0,General Cargo,1974,3828
Poland,Polska Zegluga Morska (POLSTEAM) ,Armia Krajowa,8813946,Vanuatu,,,Polska Zegluga Morska (POLSTEAM) ,Saturn Two Shipping Limited ,Alang,India,2014-05-18 00:00:00,Bulk carrier,1991,41266
Poland,Dano Sp. z.o.o.,Tenedos,8002743,Panama ,,,Dano Sp. z.o.o.,Tenedos Shipping S.A.,Aliaga,Turkey,2014-02-12 00:00:00,General Cargo With Container Capacity ,1980,2854
Poland,Polska Zegluga Morska (POLSTEAM),Kaliope,8908856,Bahamas ,,,Polska Zegluga Morska (POLSTEAM) ,Drawa Shipping Limited,Aliaga,Turkey,2014-01-27 00:00:00,Asphalt Tanker ,1995,11829
Poland,Polska Zegluga Morska (POLSTEAM) ,Legiony Polskie,8919611,Vanuatu,,,Polska Zegluga Morska (POLSTEAM) ,Saturn Five Shipping Limited ,Gadani,Pakistan,2014-09-15 00:00:00,Bulk carrier,1991,41237
Poland,Polska Zegluga Morska (POLSTEAM) ,Orleta Lwowskie,8813960,Vanuatu,,,Polska Zegluga Morska (POLSTEAM) ,Saturn Four Shipping Limited ,Gadani,Pakistan,2014-09-15 00:00:00,Bulk carrier,1991,41238
Poland,Polska Zegluga Morska (POLSTEAM) ,Szare Szeregi,8813958,Vanuatu,,,Polska Zegluga Morska (POLSTEAM) ,Saturn Three Shipping Limited ,Gadani,Pakistan,2014-09-27 00:00:00,Bulk carrier,1991,41191
Poland,Government of Poland ,Drawa,7813999,Poland,,,Baltramp Shipping Limited ,Baltramp Shipping Limited ,Grenaa,Denmark,2014-07-14 00:00:00,General Cargo,1978,1575
Portugal,World Cruises Agency - Sucursal de Neomar Marine Limited ,Daphne,5282627,St. Kitts-Nevis,,,World Cruises Agency - Sucursal de Neomar Marine Limited ,Golden Laurel Maritime Incorporated ,Alang,India,2014-06-14 00:00:00,Passenger / Cruise,1955,15833
Portugal,Wayfield Trading International ,Alimar I,7812763,Panama,,,Wayfield Trading International ,Perryfield Overseas S.A. ,Mumbai,India,2014-04-26 00:00:00,Reefer,1980,2526
Romania,Al Huda Shipping Company SA ,Al Hamadah,7229411,Tanzania,Panama,2014-04-26 00:00:00,Al Huda Shipping Company SA ,Al Huda Shipping Company SA ,Alang,India,2014-10-03 00:00:00,General Cargo,1972,5623
Romania,Arados Shipping Company S.r.l.,Med Mermaid,7713278,Togo ,Panama,2013-12-17 00:00:00,Arados Shipping Company S.r.l.,Black Sea Marine SA ,Aliaga,Turkey,2014-02-11 00:00:00,General Cargo With Container Capacity ,1979,4415
Romania,Coremar S.A. ,Adamclisi,7612371,Romania ,,,Coremar S.A. ,Coremar S.A. ,Aliaga,Turkey,2014-11-17 00:00:00,Tug ,1968,198
Romania,SC Tomini Trading S.r.l. ,Yamm,7019220,Moldova ,,,SC Tomini Trading S.r.l. ,Fairline Maritime SA ,Aliaga,Turkey,2014-11-17 00:00:00,Fully Cellular Containership ,1970,4079
Romania,SC Tomini Trading S.r.l. ,Adi,8128896,Moldova ,,,SC Tomini Trading S.r.l. ,Rowan Shipping Limited ,Aliaga,Turkey,2014-10-22 00:00:00,General Cargo With Container Capacity ,1982,1499
Romania,Sammarina Shipping & Trading S.R.L. ,Gramosti,8502200,Romania,,,Sammarina Shipping & Trading S.R.L. ,Pellistera Incorporated ,Constantza,Romania,2013-12-31 00:00:00,RoRo,1984,9160
Romania,White Star Shipmanagement Incorporated ,Pride,8313336,St. Kitts-Nevis,Liberia,2014-03-06 00:00:00,White Star Shipmanagement Incorporated ,Seapride Shipmanagement Company ,Gadani,Pakistan,2014-03-29 00:00:00,Bulk carrier,1985,26087
Romania,Seahorse Maritime,Siraj,7517545,Tanzania,,,Seahorse Maritime,Siraj Maritime Limited S.A. ,Sulina,Romania,2014-08-19 00:00:00,General Cargo,1976,2353
Russia,A/O Kronverk ,Mikhail Kvasnikov,7703924,Russia,,,A/O Kronverk ,A/O Kronverk ,Alang,India,2014-11-29 00:00:00,Fish Factory,1979,3834
Russia,Atlantic Shipping Company Limited ,Abris,8416176,Panama,,,Atlantic Shipping Company Limited ,Bluesky Shipping Company Limited ,Alang,India,2014-06-12 00:00:00,Bulk carrier,1985,14159
Russia,Azia Shipping Holding Limited ,Aniva,8123872,Russia,,,Azia Shipping Holding Limited ,Key Developments SA ,Alang,India,2014-04-22 00:00:00,General Cargo,1981,6263
Russia,Baltic Mercur Joint Stock Company ,Baltic Mercur,8716318,Malta,,,Baltic Mercur Joint Stock Company ,Baltic Mercur Shipping Limited ,Alang,India,2014-09-18 00:00:00,RoRo,1988,15893
Russia,Baltic Reefers Limited ,Baltic Mariner,7710903,Liberia,,,OOO Baltic Shipping ,Port La Miel Incorporated ,Alang,India,2014-04-13 00:00:00,Reefer,1979,10424
Russia,Baltic Reefers Limited ,Baltic Navigator,8304531,Liberia,,,OOO Baltic Shipping ,Howell Trading S.A.,Alang,India,2014-07-08 00:00:00,Reefer,1985,11335
Russia,Baltic Reefers Limited ,Baltic Strait,8002963,St. Vincent & Grenadines,,,OOO Baltic Shipping ,Sevylor Shipping & Trading Corporation ,Alang,India,2014-07-08 00:00:00,Reefer,1981,12167
Russia,Dalvest Company Limited ,Germes,8008618,Russia,,,Dalvest Company Limited ,Dalvest Company Limited ,Alang,India,2014-07-04 00:00:00,Fish Factory,1983,4629
Russia,Joint Stock Company Intraros ,Bagration,8031158,Russia,,,Joint Stock Company Intraros ,Joint Stock Company Intraros ,Alang,India,2014-11-07 00:00:00,Fish Factory,1980,3147
Russia,JSC Rosshipcom ,Tanais Leader,8400206,Belize,,,JSC Rosshipcom ,Tanais Shipping Limited ,Alang,India,2014-11-24 00:00:00,Bulk carrier,1984,16605
Russia,Silverhope Holding Limited ,Akademik Zavaritskiy,8402216,Belize,,,Silverhope Holding Limited ,Akademik Zavaritskiy Shipping Company Limited ,Alang,India,2014-05-06 00:00:00,Reefer,1986,9552
Russia,Silverhope Holding Limited ,Skulptor Tomskiy,8402204,Belize,,,Silverhope Holding Limited ,Skulptor Tomskiy Shipping Company Limted ,Alang,India,2014-08-02 00:00:00,Reefer,1986,9552
Russia,Solchart Arkhangelsk Limited ,Arctic T.,8603418,Tuvalu,Malta,2014-06-12 00:00:00,Oy Solchart Management AB ,Oy Solchart Limited,Alang,India,2014-07-25 00:00:00,General Cargo,1990,6395
Russia,Solchart Arkhangelsk Limited ,Arctic S.,9111242,Tuvalu,Malta ,2014-06-23 00:00:00,Solchart Arkhangelsk Limited ,Oy Solchart Limited ,Alang,India,2014-07-04 00:00:00,General Cargo,1996,7249
Russia,Sovcomflot Akp ,Aris,6901892,St. Kitts-Nevis,Liberia,2014-04-16 00:00:00,Sovcomflot (UK) Limited ,Rudon Shipping Company ,Alang,India,2014-04-15 00:00:00,Liquid Natural Gas Carrier,1969,48454
Russia,Vitip Company Limited ,Mistral,8300585,Cambodia,,,Vitip Company Limited ,Seaway Corporation ,Alang,India,2014-03-21 00:00:00,Bulk carrier,1984,17210
Russia,Anship Company Limited,Ant 2,7361594,Moldova ,,,Anship Company Limited,Anship OOO,Aliaga,Turkey,2014-02-10 00:00:00,Passenger Ro/Ro ,1975,10957
Russia,Anship LLC,Ant 1,7361570,Moldova ,,,Anship LLC,Selket Ventures Incorporated ,Aliaga,Turkey,2014-02-11 00:00:00,Passenger Ro/Ro ,1975,14426
Russia,Channel Venture Holdings Incorporated,Azovskiy Veter,8230168,Cambodia ,,,Channel Venture Holdings Incorporated,Westerline Transit Corporation,Aliaga,Turkey,2014-05-23 00:00:00,General Cargo ,1971,2612
Russia,DAF Company Limited,Erefli Star,6927640,Cambodia ,,,DAF Company Limited,Black Sea Shipping Company Limited,Aliaga,Turkey,2014-02-24 00:00:00,General Cargo With Container Capacity ,1966,2406
Russia,DAF Company Limited,Flestina-3,7706720,Russia ,,,DAF Company Limited,DAF Company Limited,Aliaga,Turkey,2014-03-11 00:00:00,General Cargo With Container Capacity ,1979,1589
Russia,JSC Northern Shipping Company,Tekhnolog Konyukhov,7942350,Russia ,,,JSC Northern Shipping Company,JSC Northern Shipping Company,Aliaga,Turkey,2014-01-03 00:00:00,General Cargo With Container Capacity ,1979,5370
Russia,Nord Piligrim Limited,Nikolay Repnikov,8606783,Russia ,,,Nord Piligrim Limited,Nord Piligrim Limited,Aliaga,Turkey,2014-12-02 00:00:00,Fish Factory ,1986,1895
Russia,OAO Arkhangelsk Trawl Fleet,Viktor Mironov,8325339,Panama ,Russia,2014-08-26 00:00:00,OAO Arkhangelsk Trawl Fleet,OAO Arkhangelsk Trawl Fleet,Aliaga,Turkey,2014-09-13 00:00:00,Fish Factory ,1984,3816
Russia,OAO Arkhangelsk Trawl Fleet,Rybachiy,7645201,Panama ,Russia,2014-08-15 00:00:00,OAO Arkhangelsk Trawl Fleet,OAO Arkhangelsk Trawl Fleet,Aliaga,Turkey,2014-09-16 00:00:00,Trawler (All Types) ,1977,1403
Russia,OAO Arkhangelsk Trawl Fleet ,Revolutsiya,8705058,Panama ,,,OAO Arkhangelsk Trawl Fleet ,OAO Arkhangelsk Trawl Fleet ,Aliaga,Turkey,2014-11-18 00:00:00,Trawler (All Types) ,1988,3816
Russia,Sandra Shipping Company Limited,Sandra II,7640756,St. Kitts-Nevis ,,,Sandra Shipping Company Limited,Shimmer Blue Shipping Incorporated,Aliaga,Turkey,2014-03-26 00:00:00,General Cargo ,1976,2457
Russia,Virma Fishing Collective,Olenino,8415598,Russia ,,,Virma Fishing Collective,Virma Fishing Collective,Aliaga,Turkey,2014-03-13 00:00:00,Trawler (All Types) ,1984,1898
Russia,Ardis OOO ,Armu,7826001,Russia,,,Ardis OOO ,Cotris Limited ,Chittagong,Bangladesh,2014-10-01 00:00:00,General Cargo,1981,3019
Russia,Baltic Mercur Joint Stock Company ,Atlantic Impala,8902280,Malta,,,Baltic Mercur Joint Stock Company ,Atlantic Transport Navigation Limited ,Chittagong,Bangladesh,2014-12-03 00:00:00,RoRo,1993,16075
Russia,DD Shipping Limited S.A. ,DD Vigor,8109034,St. Vincent & Grenadines,,,DD Shipping Limited S.A. ,Fair Stream Limited ,Chittagong,Bangladesh,2014-02-12 00:00:00,Bulk carrier,1985,24856
Russia,Far-Eastern Shipping Company (FESCO) ,FESCO Uelen,9002477,Cyprus,,,Fesco Wallem Shipmanagement Limited ,Antilalos Shipping Company Limited ,Chittagong,Bangladesh,2014-08-18 00:00:00,RoRo,1990,2938
Russia,Far-Eastern Shipping Company (FESCO) ,Kapitan Artyukh,8521036,Russia,,,Far-Eastern Shipping Company (FESCO) ,Far-Eastern Shipping Company (FESCO) ,Chittagong,Bangladesh,2014-01-21 00:00:00,Fully Cellular Containership,1986,9548
Russia,Far-Eastern Shipping Company (FESCO) ,Kapitan Lyashenko,8617976,Russia,,,Far-Eastern Shipping Company (FESCO) ,Far-Eastern Shipping Company (FESCO) ,Chittagong,Bangladesh,2014-03-02 00:00:00,Fully Cellular Containership,1987,9764
Russia,Far-Eastern Shipping Company (FESCO) ,Khudozhnik N.Rerikh,8903715,Russia,,,Far-Eastern Shipping Company (FESCO) ,Far-Eastern Shipping Company (FESCO) ,Chittagong,Bangladesh,2014-05-23 00:00:00,Fully Cellular Containership,1989,9764
Russia,Joint Stock Vanino Marine Company ,Sea Worker,7006211,Cambodia,,,Joint Stock Vanino Marine Company ,SMI Shipping Limited ,Chittagong,Bangladesh,2014-09-30 00:00:00,General Cargo,1970,2736
Russia,Morskoy Standart Company Limited ,Menelaus,7347500,Russia,,,Morskoy Standart Company Limited ,Invest Marin LLC ,Chittagong,Bangladesh,2014-10-27 00:00:00,Tanker,1974,4724
Russia,OOO Serebryanaya Zvezda ,Majestic,7929750,Russia,,,OOO Serebryanaya Zvezda ,Clartex Holding Group Limited ,Chittagong,Bangladesh,2014-11-07 00:00:00,Reefer,1980,4046
Russia,Regal Company Limited ,Regina G.,8118736,Cambodia,,,Regal Company Limited ,Harriet Management Limited ,Chittagong,Bangladesh,2014-09-18 00:00:00,General Cargo,1982,3748
Russia,Sakhalin Shipping Company (SASCO) ,Pioner Korsakova,7831886,Russia,,,Sakhalin Shipping Company (SASCO) ,Sakhalin Shipping Company (SASCO) ,Chittagong,Bangladesh,2014-03-28 00:00:00,General Cargo,1980,5370
Russia,Sovcomflot Akp ,Arctic,6910702,Comoros,Liberia,2014-11-11 00:00:00,Sovcomflot (UK) Limited ,Violet Tankers S.A. ,Chittagong,Bangladesh,2014-12-05 00:00:00,Gas Carrier,1969,48454
Russia,Svelna Trade Private Limited Company ,Tatarstan,7730159,Russia,,,Svelna Trade Private Limited Company ,Svelna Trade Private Limited Company ,Chittagong,Bangladesh,2014-05-23 00:00:00,Fish Factory,1977,2683
Russia,Joint Stock Vanino Marine Company,Sea Star 1,7516723,Cambodia ,,,OOO Selet Marine Vanino ,Zantedus Shipping Limited,Jiangyin,China,2014-01-26 00:00:00,General Cargo ,1977,2265
Russia,Sakhalin Shipping Company (SASCO),Lyutoga,7724526,Russia ,,,Sakhalin Shipping Company (SASCO),Sakhalin Shipping Company (SASCO),Jiangyin,China,2014-11-23 00:00:00,Roll On Roll Off ,1979,10165
Russia,Dartmonth Shipping Limited (DSL) ,Melissa,7637498,Panama ,,,Dartmonth Shipping Limited (DSL) ,GID Shipping Incorporated ,Unknown,China,2014-01-28 00:00:00,General Cargo With Container Capacity ,1977,1846
Russia,Nautilus Shipping & Trading Group Company,Andreas A.,8203610,Panama ,,,Nautilus Shipping & Trading Group Company,Martina Maritime Corporation,Zhangjiagang,China,2014-07-01 00:00:00,General Cargo With Container Capacity ,1983,5967
Russia,Vega Company Limited,Fedor Popov,7421112,Russia ,,,Vega Company Limited,Vega Company Limited,Zhangjiagang,China,2014-03-04 00:00:00,General Cargo ,1974,3590
Singapore,Fiesta Key Private Limited ,Ranee,9106792,Singapore,,,Seachange Maritime (Singapore) Private Limited ,Fiesta Key Private Limited ,Alang,India,2014-04-28 00:00:00,Fully Cellular Containership,1995,18619
Singapore,Glory Ship Management Private Limited ,Mercury,8307624,Panama,,,Glory Ship Management Private Limited ,Bali Maritime Limited S.A. ,Alang,India,2014-12-15 00:00:00,Bulk carrier,1986,24646
Singapore,Glory Ship Management Private Limited ,Galaxy,8716356,Panama,,,Glory Ship Management Private Limited ,Galaxy Maritime Limited S.A. ,Alang,India,2014-05-04 00:00:00,Tanker,1989,21718
Singapore,Greenship Gas Manager Private Limited ,Sigloo Discovery,8511964,Singapore,,,Evergas AS ,Evergas Shipholding Private Limited ,Alang,India,2014-03-03 00:00:00,Liquid Petroleum Gas Carrier,1989,7954
Singapore,IMC Shipping Company Private Limited ,Thai Bright,8310944,Marshall Islands,,,IMC Shipping Company Private Limited ,Awards Shipping Company Limited ,Alang,India,2014-09-18 00:00:00,Bulk carrier,1984,18723
Singapore,Megaports Agencies Private Limited ,Countess,8323587,Singapore,,,Megaports Agencies Private Limited ,Countess Maritime Private Limited ,Alang,India,2014-07-10 00:00:00,Tanker,1984,4509
Singapore,Neptune Orient Lines Limited (NOL) ,Ken,8616295,Sierra Leone,Singapore,2013-12-29 00:00:00,APL Limited ,APL Limited ,Alang,India,2014-01-12 00:00:00,Fully Cellular Containership,1988,61926
Singapore,Neptune Orient Lines Limited (NOL) ,Jade,9081203,Sierra Leone,Singapore,2014-04-13 00:00:00,Neptune Shipmanagement Services (Private) Limited ,NOL Liner Private Limited ,Alang,India,2014-04-30 00:00:00,Fully Cellular Containership,1995,53519
Singapore,Ocean Sentinels Shipmanagement Private Limited ,Yu Jie,8604383,Panama,,,Ocean Sentinels Shipmanagement Private Limited ,Jade International Shipping Incorporated ,Alang,India,2014-05-20 00:00:00,Bulk carrier,1987,38576
Singapore,Pacific International Lines (Private) Limited (PIL) ,Kota Wijaya,9000869,Singapore,,,Pacific International Lines (Private) Limited (PIL) ,Pacific International Lines (Private) Limited (PIL) ,Alang,India,2014-04-04 00:00:00,Fully Cellular Containership,1991,16731
Singapore,Pacific International Lines (Private) Limited (PIL) ,Kota Wirawan,9000871,Singapore,,,Pacific International Lines (Private) Limited (PIL) ,Pacific International Lines (Private) Limited (PIL) ,Alang,India,2014-05-05 00:00:00,Fully Cellular Containership,1991,16731
